key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.clicked_name,,id
,,,,,,,,,,,,,FF,,,,,,,,1.1114,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3979,-64.79998952,-25.60000682,1,0,0,response5disk,,2,-34.39994024,-8.800006568,1,0,0,rectangle,-34.39994024,-8.800006568,1,0,0,-34.39994024,-8.800006568,1,0,0,1,113,273,87,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7086,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3015,49.60006101,-80.00000763,1,0,0,response3disk,,4,3.200011492,-8.800006568,1,0,0,rectangle,3.200011492,-8.800006568,1,0,0,3.200011492,-8.800006568,1,0,0,1,114,274,3,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1459,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3580,63.20001239,22.3999939,1,0,0,response1disk,,6,28.80001187,1.599993587,1,0,0,rectangle,28.80001187,1.599993587,1,0,0,28.80001187,1.599993587,1,0,0,1,115,275,55,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1739,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2698,62.40001237,85.59999484,1,0,0,response1disk,,7,15.20001167,3.999993622,1,0,0,rectangle,15.20001167,3.999993622,1,0,0,15.20001167,3.999993622,1,0,0,1,116,276,64,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.521,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1350,32.00001192,61.59999448,1,0,0,response1disk,,7,16.80001169,10.39999372,1,0,0,rectangle,16.80001169,10.39999372,1,0,0,16.80001169,10.39999372,1,0,0,1,117,277,52,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0322,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1633,24.0000118,-48.00000715,1,0,0,response3disk,,4,12.80001163,-10.40000659,1,0,0,rectangle,12.80001163,-10.40000659,1,0,0,12.80001163,-10.40000659,1,0,0,1,118,278,84,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7983,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,520,-25.59998894,-44.8000071,1,0,0,response5disk,,3,4.000011504,-16.00000668,1,0,0,rectangle,4.000011504,-16.00000668,1,0,0,4.000011504,-16.00000668,1,0,0,1,119,279,18,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5623,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,112,97.6000129,-29.60000688,1,0,0,response3disk,,5,36.80001199,-3.200006485,1,0,0,rectangle,36.80001199,-3.200006485,1,0,0,36.80001199,-3.200006485,1,0,0,1,120,280,157,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2023,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3702,-39.99998915,-56.80000728,1,0,0,response5disk,,3,-6.399939823,-6.44E-06,1,0,0,rectangle,-6.399939823,-6.44E-06,1,0,0,-6.399939823,-6.44E-06,1,0,0,1,121,281,134,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3859,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2202,-48.79998928,-16.00000668,1,0,0,response5disk,,2,-3.999988616,13.59999377,1,0,0,rectangle,-3.999988616,13.59999377,1,0,0,-3.999988616,13.59999377,1,0,0,1,122,282,109,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7573,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,225,107.200013,-52.00000721,1,0,0,response3disk,,5,32.80001193,-5.600006521,1,0,0,rectangle,32.80001193,-5.600006521,1,0,0,32.80001193,-5.600006521,1,0,0,1,123,283,81,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4726,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,43,61.60001236,33.59999406,1,0,0,response1disk,,6,20.80001175,2.399993598,1,0,0,rectangle,20.80001175,2.399993598,1,0,0,20.80001175,2.399993598,1,0,0,1,124,284,53,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9237,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2568,26.40001184,-46.40000713,1,0,0,response3disk,,4,12.80001163,4.799993634,1,0,0,rectangle,12.80001163,4.799993634,1,0,0,12.80001163,4.799993634,1,0,0,1,125,285,15,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0985,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,437,-38.3999403,-63.20000738,1,0,0,response5disk,,3,-19.19998884,16.79999381,1,0,0,rectangle,-19.19998884,16.79999381,1,0,0,-19.19998884,16.79999381,1,0,0,1,126,286,145,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7016,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3412,49.60006101,-33.60000694,1,0,0,response3disk,,5,16.80001169,-5.600006521,1,0,0,rectangle,16.80001169,-5.600006521,1,0,0,16.80001169,-5.600006521,1,0,0,1,127,287,30,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6732,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4369,-20.79998887,56.79999441,1,0,0,response7disk,,0,-14.39993994,2.399993598,1,0,0,rectangle,-14.39993994,2.399993598,1,0,0,-14.39993994,2.399993598,1,0,0,1,128,288,26,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5349,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,517,-72.79998964,-35.20000696,1,0,0,response5disk,,2,-31.99998903,-16.00000668,1,0,0,rectangle,-31.99998903,-16.00000668,1,0,0,-31.99998903,-16.00000668,1,0,0,1,129,289,56,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2361,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1871,36.80001199,66.39999455,1,0,0,response1disk,,7,31.20001191,13.59999377,1,0,0,rectangle,31.20001191,13.59999377,1,0,0,31.20001191,13.59999377,1,0,0,1,130,290,29,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1532,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4360,-43.1999892,-32.80000693,1,0,0,response5disk,,2,2.40001148,-3.200006485,1,0,0,rectangle,2.40001148,-3.200006485,1,0,0,2.40001148,-3.200006485,1,0,0,1,131,291,120,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7575,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2523,70.40001249,35.19996967,1,0,0,response1disk,,6,34.40001196,7.19999367,1,0,0,rectangle,34.40001196,7.19999367,1,0,0,34.40001196,7.19999367,1,0,0,1,132,292,76,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7291,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2583,59.20001233,23.99999392,1,0,0,response1disk,,6,6.400011539,1.599993587,1,0,0,rectangle,6.400011539,1.599993587,1,0,0,6.400011539,1.599993587,1,0,0,1,133,293,159,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0002,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3076,40.80001205,59.19997003,1,0,0,response1disk,,7,27.20001185,-3.200006485,1,0,0,rectangle,27.20001185,-3.200006485,1,0,0,27.20001185,-3.200006485,1,0,0,1,134,294,156,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5836,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3434,-73.59998965,29.599994,1,0,0,response7disk,,1,9.600060415,-8.800006568,1,0,0,rectangle,57.6000123,35.9999941,1,0,0,24.0000118,-13.60000664,1,0,0,1,135,295,57,1,,response1disk_3,TRUE,6,6,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",0.8086,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,0.6322,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2577,20.80001175,-63.20000738,1,0,0,response3disk,,4,-13.59998876,-12.00000662,1,0,0,rectangle,-13.59998876,-12.00000662,1,0,0,-13.59998876,-12.00000662,1,0,0,1,136,296,137,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9449,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1175,108.0000131,-39.20000702,1,0,0,response3disk,,5,21.60006059,2.399993598,1,0,0,rectangle,21.60006059,2.399993598,1,0,0,21.60006059,2.399993598,1,0,0,1,137,297,146,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7921,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3277,32.80001193,64.79999453,1,0,0,response1disk,,7,16.80001169,-4.800006509,1,0,0,rectangle,16.80001169,-4.800006509,1,0,0,16.80001169,-4.800006509,1,0,0,1,138,298,50,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6595,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1689,32.80001193,-64.8000074,1,0,0,response3disk,,4,-2.399939764,-12.00000662,1,0,0,rectangle,-2.399939764,-12.00000662,1,0,0,-2.399939764,-12.00000662,1,0,0,1,139,299,128,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.701,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2983,33.60006077,-43.20000708,1,0,0,response3disk,,4,-7.999988675,-6.44E-06,1,0,0,rectangle,-7.999988675,-6.44E-06,1,0,0,-7.999988675,-6.44E-06,1,0,0,1,140,300,19,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6617,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3856,-57.59998941,-48.80000716,1,0,0,response5disk,,2,17.60006053,11.19999373,1,0,0,rectangle,17.60006053,11.19999373,1,0,0,17.60006053,11.19999373,1,0,0,1,141,301,4,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7461,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2695,100.0000129,21.59999388,1,0,0,response1disk,,6,15.20001167,2.399993598,1,0,0,rectangle,15.20001167,2.399993598,1,0,0,15.20001167,2.399993598,1,0,0,1,142,302,90,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4169,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,714,-54.39994054,33.59999406,1,0,0,response7disk,,1,-13.59998876,1.599993587,1,0,0,rectangle,-27.99998897,-56.80000728,1,0,0,12.80001163,-4.800006509,1,0,0,1,143,303,130,1,,response5disk_3,TRUE,3,3,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.0767,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,0.576,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2135,52.80001223,-40.80000705,1,0,0,response3disk,,5,7.200011551,-16.80000669,1,0,0,rectangle,7.200011551,-16.80000669,1,0,0,7.200011551,-16.80000669,1,0,0,1,144,304,97,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.535,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,540,-56.7999894,16.79999381,1,0,0,response7disk,,1,-26.39994012,-6.400006533,1,0,0,rectangle,-26.39994012,-6.400006533,1,0,0,-26.39994012,-6.400006533,1,0,0,1,145,305,132,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6873,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1163,39.20001203,-52.80000722,1,0,0,response3disk,,4,-6.399939823,-9.60000658,1,0,0,rectangle,-6.399939823,-9.60000658,1,0,0,-6.399939823,-9.60000658,1,0,0,1,146,306,69,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4789,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,749,68.00001246,-40.00000703,1,0,0,response3disk,,5,-11.19998872,2.399993598,1,0,0,rectangle,-11.19998872,2.399993598,1,0,0,-11.19998872,2.399993598,1,0,0,1,147,307,77,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3466,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3113,-23.99998891,-35.20000696,1,0,0,response5disk,,3,-3.199988604,-1.600006461,1,0,0,rectangle,-70.39994078,28.79999399,1,0,0,-31.19998902,9.599993706,1,0,0,1,148,308,116,1,,response7disk_3,TRUE,1,1,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",0.9993,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,0.8398,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1397,43.20001209,45.59999424,1,0,0,response1disk,,7,8.800011575,-14.40000665,1,0,0,rectangle,8.800011575,-14.40000665,1,0,0,8.800011575,-14.40000665,1,0,0,1,149,309,47,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4795,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1805,-44.79998922,-18.40000671,1,0,0,response5disk,,2,-7.999988675,-1.600006461,1,0,0,rectangle,-7.999988675,-1.600006461,1,0,0,-7.999988675,-1.600006461,1,0,0,1,150,310,78,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4726,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1976,-32.79998904,-62.40000737,1,0,0,response5disk,,3,3.200011492,-5.600006521,1,0,0,rectangle,3.200011492,-5.600006521,1,0,0,3.200011492,-5.600006521,1,0,0,1,151,311,108,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2156,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4156,53.60001224,-31.2000069,1,0,0,response3disk,,5,-13.59998876,15.19999379,1,0,0,rectangle,-13.59998876,15.19999379,1,0,0,-13.59998876,15.19999379,1,0,0,1,152,312,39,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.4028,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2840,24.80001181,-72.00000751,1,0,0,response3disk,,4,0.800011456,-11.2000066,1,0,0,rectangle,0.800011456,-11.2000066,1,0,0,0.800011456,-11.2000066,1,0,0,1,153,313,103,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3584,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2387,81.60001266,37.59999412,1,0,0,response1disk,,6,4.800011516,-0.800006449,1,0,0,rectangle,4.800011516,-0.800006449,1,0,0,4.800011516,-0.800006449,1,0,0,1,154,314,152,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4719,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4324,-54.39994054,-32.80000693,1,0,0,response5disk,,2,-14.39993994,-2.400006473,1,0,0,rectangle,-14.39993994,-2.400006473,1,0,0,-14.39993994,-2.400006473,1,0,0,1,155,315,121,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4861,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,181,-27.19998896,-70.40000749,1,0,0,response5disk,,3,-19.19998884,-8.000006557,1,0,0,rectangle,-19.19998884,-8.000006557,1,0,0,-19.19998884,-8.000006557,1,0,0,1,156,316,93,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5665,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3768,96.00001287,-42.40000707,1,0,0,response3disk,,5,16.00001168,-6.400006533,1,0,0,rectangle,16.00001168,-6.400006533,1,0,0,16.00001168,-6.400006533,1,0,0,1,157,317,41,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8674,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3867,61.60001236,-85.60005654,1,0,0,response3disk,,4,4.000011504,-4.000006497,1,0,0,rectangle,4.000011504,-4.000006497,1,0,0,4.000011504,-4.000006497,1,0,0,1,158,318,27,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3709,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,512,-66.39994072,-31.2000069,1,0,0,response5disk,,2,-7.199988663,12.79999375,1,0,0,rectangle,-7.199988663,12.79999375,1,0,0,-7.199988663,12.79999375,1,0,0,1,159,319,153,1,,,,,,,,,,
