key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,1.068015,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4133,69,-32,1,0,0,response3disk,,5,10,-3,1,0,0,rectangle,10,-3,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",10,-3,1,0,0,,0,125,125,140,1,
,,,,,,,,,,,,,FF,,,,,,,,1.33574,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,635,-50,-79,1,0,0,response5disk,,3,-11,-5,1,0,0,rectangle,-11,-5,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-11,-5,1,0,0,,0,126,126,17,1,
,,,,,,,,,,,,,FF,,,,,,,,2.45468,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1251,62,-47,1,0,0,response3disk,,5,2,-4,1,0,0,rectangle,2,-4,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-4,1,0,0,,0,127,127,147,1,
,,,,,,,,,,,,,FF,,,,,,,,3.05559,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2183,74,31,1,0,0,response1disk,,6,15,-3,1,0,0,rectangle,15,-3,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",15,-3,1,0,0,,0,128,128,43,1,
,,,,,,,,,,,,,FF,,,,,,,,0.86834,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3357,59,-33,1,0,0,response3disk,,5,6,-6,1,0,0,rectangle,6,-6,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-6,1,0,0,,0,129,129,31,1,
,,,,,,,,,,,,,FF,,,,,,,,2.90585,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2339,66,24,1,0,0,response1disk,,6,3,-6,1,0,0,rectangle,3,-6,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-6,1,0,0,,0,130,130,48,1,
,,,,,,,,,,,,,FF,,,,,,,,1.068625,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2233,-64,27,1,0,0,response7disk,,1,-11,-4,1,0,0,rectangle,-11,-4,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-11,-4,1,0,0,,0,131,131,134,1,
,,,,,,,,,,,,,FF,,,,,,,,1.152375,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1467,27,-67,1,0,0,response3disk,,4,2,-13,1,0,0,rectangle,2,-13,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-13,1,0,0,,0,132,132,99,1,
,,,,,,,,,,,,,FF,,,,,,,,1.001865,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3383,-59,30,1,0,0,response7disk,,1,-6,-5,1,0,0,rectangle,-6,-5,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-5,1,0,0,,0,133,133,29,1,
,,,,,,,,,,,,,FF,,,,,,,,2.621945,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,218,76,-47,1,0,0,response3disk,,5,-4,-10,1,0,0,rectangle,-4,-10,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-4,-10,1,0,0,,0,134,134,107,1,
,,,,,,,,,,,,,FF,,,,,,,,0.735685,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,791,37,-70,1,0,0,response3disk,,4,-2,-7,1,0,0,rectangle,45,-92,1,0,0,response3disk_3,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-1,-4,1,0,0,rectangle,0,135,135,46,1,
,,,,,,,,,,,,,FF,,,,,,,,1.202255,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2200,72,-38,1,0,0,response3disk,,5,5,-11,1,0,0,rectangle,5,-11,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,-11,1,0,0,,0,136,136,142,1,
,,,,,,,,,,,,,FF,,,,,,,,0.88495,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1017,62,29,1,0,0,response1disk,,6,-6,2,1,0,0,rectangle,-6,2,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,2,1,0,0,,0,137,137,57,1,
,,,,,,,,,,,,,FF,,,,,,,,1.436265,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,439,34,-76,1,0,0,response3disk,,4,-9,-10,1,0,0,rectangle,-9,-10,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-9,-10,1,0,0,,0,138,138,154,1,
,,,,,,,,,,,,,FF,,,,,,,,1.168935,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3089,-42,-76,1,0,0,response5disk,,3,2,-7,1,0,0,rectangle,2,-7,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-7,1,0,0,,0,139,139,71,1,
,,,,,,,,,,,,,FF,,,,,,,,2.47194,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3945,28,-82,1,0,0,response3disk,,4,-11,-8,1,0,0,rectangle,-11,-8,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-11,-8,1,0,0,,0,140,140,125,1,
,,,,,,,,,,,,,FF,,,,,,,,1.18623,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2873,63,33,1,0,0,response1disk,,6,11,6,1,0,0,rectangle,11,6,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",11,6,1,0,0,,0,141,141,11,1,
,,,,,,,,,,,,,FF,,,,,,,,4.559165,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,549,34,-96,1,0,0,response3disk,,4,-7,-1,1,0,0,rectangle,-7,-1,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-7,-1,1,0,0,,0,142,142,41,1,
,,,,,,,,,,,,,FF,,,,,,,,1.6199,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3210,35,-74,1,0,0,response3disk,,4,-9,-4,1,0,0,rectangle,-9,-4,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-9,-4,1,0,0,,0,143,143,78,1,
,,,,,,,,,,,,,FF,,,,,,,,2.839375,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,329,73,-39,1,0,0,response3disk,,5,4,2,1,0,0,rectangle,4,2,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",4,2,1,0,0,,0,144,144,38,1,
,,,,,,,,,,,,,FF,,,,,,,,1.837145,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,824,-58,-74,1,0,0,response5disk,,3,-6,-1,1,0,0,rectangle,-6,-1,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-1,1,0,0,,0,145,145,1,1,
,,,,,,,,,,,,,FF,,,,,,,,1.352485,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3733,62,-33,1,0,0,response3disk,,5,2,1,1,0,0,rectangle,2,1,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,1,1,0,0,,0,146,146,115,1,
,,,,,,,,,,,,,FF,,,,,,,,0.951765,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,886,-71,42,1,0,0,response7disk,,1,2,-4,1,0,0,rectangle,2,-4,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-4,1,0,0,,0,147,147,137,1,
,,,,,,,,,,,,,FF,,,,,,,,1.30247,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,637,-59,-33,1,0,0,response5disk,,1,0,-1,1,0,0,rectangle,0,-1,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,-1,1,0,0,,0,148,148,58,1,
,,,,,,,,,,,,,FF,,,,,,,,1.152335,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,192,-36,-53,1,0,0,response5disk,,3,0,0,1,0,0,rectangle,0,0,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,0,1,0,0,,0,149,149,14,1,
,,,,,,,,,,,,,FF,,,,,,,,1.03552,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2081,63,31,1,0,0,response1disk,,6,5,-9,1,0,0,rectangle,5,-9,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,-9,1,0,0,,0,150,150,47,1,
,,,,,,,,,,,,,FF,,,,,,,,2.02069,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3463,72,39,1,0,0,response1disk,,6,5,4,1,0,0,rectangle,5,4,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,4,1,0,0,,0,151,151,60,1,
,,,,,,,,,,,,,FF,,,,,,,,1.169005,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,772,86,47,1,0,0,response1disk,,6,6,0,1,0,0,rectangle,6,0,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,0,1,0,0,,0,152,152,51,1,
,,,,,,,,,,,,,FF,,,,,,,,1.469625,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3385,-51,-62,1,0,0,response5disk,,3,-10,-2,1,0,0,rectangle,-10,-2,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-10,-2,1,0,0,,0,153,153,83,1,
,,,,,,,,,,,,,FF,,,,,,,,1.25244,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,737,62,-34,1,0,0,response3disk,,5,10,-9,1,0,0,rectangle,10,-9,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",10,-9,1,0,0,,0,154,154,20,1,
,,,,,,,,,,,,,FF,,,,,,,,2.822575,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,808,-93,38,1,0,0,response7disk,,1,-7,4,1,0,0,rectangle,-7,4,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-7,4,1,0,0,,0,155,155,40,1,
,,,,,,,,,,,,,FF,,,,,,,,3.27283,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,654,49,-66,1,0,0,response3disk,,4,-3,2,1,0,0,rectangle,-3,2,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-3,2,1,0,0,,0,156,156,74,1,
,,,,,,,,,,,,,FF,,,,,,,,1.168765,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2776,-41,-63,1,0,0,response5disk,,3,-5,-10,1,0,0,rectangle,-5,-10,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-5,-10,1,0,0,,0,157,157,150,1,
,,,,,,,,,,,,,FF,,,,,,,,2.220995,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1107,103,-27,1,0,0,response3disk,,5,7,2,1,0,0,rectangle,7,2,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,2,1,0,0,,0,158,158,22,1,
,,,,,,,,,,,,,FF,,,,,,,,3.47328,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3727,76,-25,1,0,0,response3disk,,5,15,6,1,0,0,rectangle,15,6,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",15,6,1,0,0,,0,159,159,61,1,
,,,,,,,,,,,,,FF,,,,,,,,0.935295,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,20,72,45,1,0,0,response1disk,,6,18,3,1,0,0,rectangle,18,3,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",18,3,1,0,0,,0,160,160,5,1,
,,,,,,,,,,,,,FF,,,,,,,,1.469735,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2838,32,-79,1,0,0,response3disk,,4,6,-11,1,0,0,rectangle,6,-11,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-11,1,0,0,,1,0,161,110,1,
,,,,,,,,,,,,,FF,,,,,,,,1.235645,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2936,-51,-89,1,0,0,response5disk,,3,5,-1,1,0,0,rectangle,5,-1,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,-1,1,0,0,,1,1,162,103,1,
,,,,,,,,,,,,,FF,,,,,,,,1.202135,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,767,49,77,1,0,0,response1disk,,7,12,-2,1,0,0,rectangle,12,-2,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,-2,1,0,0,,1,2,163,115,1,
,,,,,,,,,,,,,FF,,,,,,,,1.904,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,652,76,-55,1,0,0,response3disk,,5,3,-10,1,0,0,rectangle,3,-10,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-10,1,0,0,,1,3,164,13,1,
,,,,,,,,,,,,,FF,,,,,,,,0.901915,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4181,-47,75,1,0,0,response7disk,,0,2,-2,1,0,0,rectangle,2,-2,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-2,1,0,0,,1,4,165,5,1,
,,,,,,,,,,,,,FF,,,,,,,,1.98728,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4192,61,-39,1,0,0,response3disk,,5,15,-3,1,0,0,rectangle,15,-3,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",15,-3,1,0,0,,1,5,166,14,1,
,,,,,,,,,,,,,FF,,,,,,,,1.052105,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,959,58,-48,1,0,0,response3disk,,5,11,-11,1,0,0,rectangle,11,-11,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",11,-11,1,0,0,,1,6,167,151,1,
,,,,,,,,,,,,,FF,,,,,,,,1.436255,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,930,78,25,1,0,0,response1disk,,6,15,-3,1,0,0,rectangle,-85,52,1,0,0,response7disk_3,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,2,1,0,0,rectangle,1,7,168,54,1,
,,,,,,,,,,,,,FF,,,,,,,,2.258825,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2974,81,-38,1,0,0,response3disk,,5,0,-6,1,0,0,rectangle,0,-6,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,-6,1,0,0,,1,8,169,28,1,
,,,,,,,,,,,,,FF,,,,,,,,4.02473,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,633,66,-41,1,0,0,response3disk,,5,1,-6,1,0,0,rectangle,1,-6,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",1,-6,1,0,0,,1,9,170,132,1,
,,,,,,,,,,,,,FF,,,,,,,,1.641205,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,784,52,-68,1,0,0,response3disk,,4,6,-12,1,0,0,rectangle,6,-12,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-12,1,0,0,,1,10,171,47,1,
,,,,,,,,,,,,,FF,,,,,,,,1.87072,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3463,84,-41,1,0,0,response3disk,,5,3,-9,1,0,0,rectangle,3,-9,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-9,1,0,0,,1,11,172,106,1,
